"outcome","pleiotropy","IV_strength","effect","overlap","r2","number_of_SNPs","xQTL_from_one_sample","Multivariable","Multivariable_tdist","MultivariableLD","MultivariableLD_tdist","IVW_Cauchy_cauchy","IVW_tdist_Cauchy_cauchy","IVW_HMP","IVW_tdist_HMP","IVW_Modality1","IVW_tdist_Modality1","IVW_Modality2","IVW_tdist_Modality2","IVW_Modality3","IVW_tdist_Modality3","IVW_MinP","IVW_tdist_MinP","IVW_Fisher_chisq","IVW_tdist_Fisher_chisq","WGLR_Cauchy_cauchy","WGLR_tdist_Cauchy_cauchy","WGLR_HMP","WGLR_tdist_HMP","WGLR_Modality1","WGLR_tdist_Modality1","WGLR_Modality2","WGLR_tdist_Modality2","WGLR_Modality3","WGLR_tdist_Modality3","WGLR_MinP","WGLR_tdist_MinP","WGLR_Fisher_chisq","WGLR_tdist_Fisher_chisq","WGLR_Fisher_gamma","WGLR_tdist_Fisher_gamma","GSMR_Cauchy_cauchy","GSMR_HMP","GSMR_Modality1","GSMR_Modality2","GSMR_Modality3","GSMR_MinP","GSMR_Fisher_chisq","SMR_allSNPs_Cauchy_cauchy","SMR_allSNPs_HMP","SMR_allSNPs_MinP","SMR_allSNPs_Fisher_chisq","SMR_singleSNP_Cauchy_cauchy","SMR_singleSNP_HMP","SMR_Modality1","SMR_Modality2","SMR_Modality3","SMR_singleSNP_Fisher_chisq","Multivariable_beta1_mean","Multivariable_beta2_mean","Multivariable_beta3_mean","MultivariableLD_beta1_mean","MultivariableLD_beta2_mean","MultivariableLD_beta3_mean","IVW_beta1_mean","IVW_beta2_mean","IVW_beta3_mean","WGLR_beta1_mean","WGLR_beta2_mean","WGLR_beta3_mean","OLS_beta1_mean","OLS_beta2_mean","OLS_beta3_mean","F_1_mean","R2_1_mean","F_2_mean","R2_2_mean","F_3_mean","R2_3_mean","Multivariable_beta1_sd","Multivariable_beta2_sd","Multivariable_beta3_sd","MultivariableLD_beta1_sd","MultivariableLD_beta2_sd","MultivariableLD_beta3_sd","IVW_beta1_sd","IVW_beta2_sd","IVW_beta3_sd","WGLR_beta1_sd","WGLR_beta2_sd","WGLR_beta3_sd","OLS_beta1_sd","OLS_beta2_sd","OLS_beta3_sd","F_1_sd","R2_1_sd","F_2_sd","R2_2_sd","F_3_sd","R2_3_sd"
"binary_use_control_in_xQTL","vertical",1,0,0,0,5,TRUE,0.0328,0,0.0328,0,0.0349,0.0028,0.0283,0.0018,0.0326,0.003,0.0346,0.0034,0.0354,0.0041,0.0537,0.0059,0.0905,0.0299,0.0349,0.0028,0.0283,0.0018,0.0326,0.003,0.0346,0.0034,0.0354,0.0041,0.0537,0.0059,0.0905,0.0299,0.0343,0.003,0.0215,0.0159,0.0204,0.0234,0.0234,0.0378,0.0754,1e-04,0,0.0151,0.0021,0.0021,9e-04,0.0013,0.0026,0.002,0.0172,-0.000830334474360514,-0.00474088226833818,-0.00771769381078907,-0.000830334474360004,-0.00474088226833869,-0.00771769381078933,0.00388201822742601,0.0021821106871084,-0.0012419812393846,0.00388201822742601,0.0021821106871084,-0.0012419812393846,0,0,0,3.21294448715254,0.0609823350225123,3.86911415237244,0.0725146367258199,3.82978216678564,0.0718356845248269,2.46220799118845,2.22038554525204,1.32195863272555,2.46220799118845,2.22038554525205,1.32195863272555,0.292479248482623,0.148853309288368,0.149634926281569,0.292479248482623,0.148853309288368,0.149634926281569,0,0,0,1.52554224550724,0.0269511647287623,1.7003403121966,0.0293404629157865,1.68697496809527,0.0291318596181231
"binary_use_all_in_xQTL","vertical",1,0,0,0,5,TRUE,0.0356,0,0.0356,0,0.0357,0.0031,0.0303,0.0021,0.0341,0.0033,0.0353,0.0035,0.035,0.0038,0.0492,0.0053,0.0937,0.0328,0.0357,0.0031,0.0303,0.0021,0.0341,0.0033,0.0353,0.0035,0.035,0.0038,0.0492,0.0053,0.0937,0.0328,0.035,0.0037,0.0314,0.0243,0.0293,0.0334,0.0334,0.0461,0.0947,4e-04,4e-04,0.0387,0.0093,0.0043,0.0023,0.0029,0.0053,0.006,0.0333,-0.00920356718074554,0.00695675255737172,0.000426757090388812,-0.00920356718074505,0.00695675255737117,0.000426757090388512,0.00451698742546885,0.00198666662186115,-0.0017343365701684,0.00451698742546885,0.00198666662186115,-0.00173433657016841,-0.092002126996175,-0.0307366237827281,5.26024434831627e-05,5.13638168306715,0.049077438556357,6.58588762987585,0.0620607782364548,6.61242140680217,0.0622931009080673,3.26626290275853,2.77486425198942,1.58244020036652,3.26626290275853,2.77486425198943,1.58244020036652,0.299787318283012,0.151337995448303,0.15198379937113,0.299787318283012,0.151337995448303,0.15198379937113,0.0136775708534029,0.00847931097167392,0.00883072232608193,1.98038176402523,0.0179096863622868,2.27504300734961,0.0200364542122028,2.28542244576866,0.0201191815822263
"continuous","horizontal",2,0,0,0,5,TRUE,0.0353,0,0.0353,0,0.0404,6e-04,0.0365,3e-04,0.0356,0.0033,0.0379,0.0042,0.0399,0.0041,0.095,0.0105,0.0552,0.0055,0.0404,6e-04,0.0365,3e-04,0.0356,0.0033,0.0379,0.0042,0.0399,0.0041,0.095,0.0105,0.0552,0.0055,0.0299,8e-04,0.0382,0.0329,0.041,0.0407,0.0407,0.0914,0.0657,0.0017,0.0014,0.136,0.0108,0.0108,0.0079,0.0206,0.0241,2e-04,0.0342,-0.00990368468392503,-0.00498515909415924,0.00966266746987273,-0.00990368468392503,-0.00498515909415924,0.00966266746987273,-0.00130995567944014,0.00360117463957864,-0.000414339408977003,-0.00130995567944014,0.00360117463957864,-0.000414339408977002,0.427762298125812,-0.468806764370635,-0.454081474901036,17.888792015154,0.152267382994059,7.77173202303335,0.0724210707003766,11.0753448114223,0.100092929331729,0.714663518874619,0.743153090850369,0.719955537942216,0.714663518874619,0.743153090850369,0.719955537942216,0.10996574239625,0.170416511170185,0.142367913993899,0.10996574239625,0.170416511170185,0.142367913993899,0.0368924200131603,0.0386492707749003,0.0380225147534664,4.10597215917534,0.0294828215342772,2.49839123033629,0.0215051773405673,3.09762862226923,0.0250737555642365
"binary_use_control_in_xQTL","horizontal",2,0,0,0,5,TRUE,0.0339,0,0.0339,0,0.0384,5e-04,0.0342,1e-04,0.0371,0.0031,0.039,0.004,0.036,0.0043,0.0944,0.0103,0.054,0.0053,0.0384,5e-04,0.0342,1e-04,0.0371,0.0031,0.039,0.004,0.036,0.0043,0.0944,0.0103,0.054,0.0053,0.0314,8e-04,0.0271,0.0231,0.0373,0.0318,0.0318,0.0784,0.0547,3e-04,2e-04,0.075,0.0021,0.0031,0.0024,0.0078,0.0095,0,0.0169,0.000274131633080619,-0.000251617134047426,0.00512201355062917,0.000274131633080548,-0.000251617134047542,0.00512201355062924,0.000201997707320179,0.00185690057994204,0.0010544950202691,0.000201997707320179,0.00185690057994204,0.0010544950202691,0,0,0,9.82137266836822,0.165438094771723,4.51741837194209,0.0836253742407336,6.32112914132457,0.113149144693657,0.784572044559552,0.905733242141222,0.774611544239804,0.784572044559549,0.905733242141217,0.774611544239801,0.152816591012667,0.239064307888653,0.195010871612217,0.152816591012667,0.239064307888653,0.195010871612217,0,0,0,2.97704916333538,0.0414842633008468,1.8698819295634,0.0314508972832705,2.31566790849823,0.03644136205354
"binary_use_all_in_xQTL","horizontal",2,0,0,0,5,TRUE,0.0344,0,0.0344,0,0.0383,8e-04,0.0343,3e-04,0.0371,0.0037,0.0405,0.0039,0.0367,0.0043,0.0953,0.0103,0.0549,0.0055,0.0383,8e-04,0.0343,3e-04,0.0371,0.0037,0.0405,0.0039,0.0367,0.0043,0.0953,0.0103,0.0549,0.0055,0.0297,0.0013,0.0343,0.0304,0.0423,0.0367,0.0367,0.0933,0.0625,0.001,9e-04,0.1231,0.0084,0.0088,0.0069,0.0183,0.02,0,0.0319,0.0130616973722421,0.013563045203089,-0.0116417963186753,0.0130616973722422,0.0135630452030891,-0.0116417963186754,-2.12998991618713e-05,0.00107985966758103,-0.000549381655475389,-2.12998991618711e-05,0.00107985966758103,-0.000549381655475388,0.0916284642413983,-0.0999382414838875,-0.0971042150946982,17.1418938754391,0.146876919662702,7.41828405589607,0.0693569557002521,10.7077878353574,0.0971202503966517,0.992398468117412,1.05332444901372,0.97860740169145,0.992398468117412,1.05332444901372,0.97860740169145,0.154171525658997,0.244165030722074,0.197602506015585,0.154171525658997,0.244165030722074,0.197602506015585,0.0129086431800487,0.0132163061859921,0.013154440452244,3.93669385416094,0.0286658046958905,2.43353915676595,0.0210962512892648,2.9794166006194,0.0243085554239231
"continuous","vertical",2,0,0,0,5,TRUE,0.0357,0,0.0357,0,0.0373,0.0036,0.0312,0.002,0.038,0.004,0.0378,0.0039,0.0365,0.0036,0.0439,0.0047,0.0912,0.0368,0.0373,0.0036,0.0312,0.002,0.038,0.004,0.0378,0.0039,0.0365,0.0036,0.0439,0.0047,0.0912,0.0368,0.0369,0.0036,0.0434,0.0362,0.0434,0.0434,0.0434,0.0519,0.1093,0.0084,0.0066,0.1376,0.0755,0.0214,0.0161,0.0182,0.0226,0.0224,0.0877,-0.057075195214902,0.0516899169981449,0.0241772147276826,-0.0570751952149015,0.0516899169981448,0.0241772147276827,-0.000299720153054711,9.38844030888004e-05,-0.000102985868894278,-0.000299720153054711,9.38844030888005e-05,-0.000102985868894278,-0.428513261429104,-0.136605839157873,0.00065610272597768,17.888792015154,0.152267382994059,23.5038871700006,0.190938453214765,23.5218434499681,0.191058511548099,2.83161097777317,2.41263197948807,1.354245035678,2.83161097777316,2.41263197948807,1.354245035678,0.132593499676838,0.0665581464649983,0.0664511822459783,0.132593499676838,0.0665581464649983,0.0664511822459783,0.0468150266010298,0.0275601518324539,0.0285333240170517,4.10597215917534,0.0294828215342772,4.81636025055739,0.0314801784224353,4.81825187510988,0.0314374979597768
"binary_use_control_in_xQTL","vertical",2,0,0,0,5,TRUE,0.0319,0,0.0319,0,0.0366,0.0036,0.0303,0.0022,0.0365,0.0037,0.0362,0.0034,0.0357,0.004,0.0466,0.0053,0.0964,0.0355,0.0366,0.0036,0.0303,0.0022,0.0365,0.0037,0.0362,0.0034,0.0357,0.004,0.0466,0.0053,0.0964,0.0355,0.0359,0.0036,0.0386,0.0302,0.0376,0.0395,0.0395,0.0517,0.1077,0.0011,0.001,0.076,0.0315,0.0114,0.0072,0.009,0.0121,0.0127,0.0595,-0.0289859177466914,0.0244322246856482,0.00939064602812319,-0.0289859177466918,0.0244322246856488,0.00939064602812355,0.00203778966009653,0.000997668804843297,-0.000822993253193279,0.00203778966009653,0.000997668804843297,-0.000822993253193279,0,0,0,9.82139489744359,0.165419509729604,12.4365454740815,0.20061768982819,12.271925399332,0.198487717011376,2.33314325007028,2.05518375618541,1.20562503250688,2.33314325007028,2.05518375618541,1.20562503250688,0.154048777958849,0.0771166549652766,0.0770635949188755,0.154048777958849,0.0771166549652766,0.0770635949188755,0,0,0,2.98803861372428,0.0417024029212389,3.44109705098259,0.0441377864936825,3.41547450315146,0.0440282417982891
"binary_use_all_in_xQTL","vertical",2,0,0,0,5,TRUE,0.0352,0,0.0352,0,0.0355,0.0035,0.0302,0.002,0.0357,0.0033,0.0353,0.0034,0.0357,0.0038,0.0432,0.0047,0.0965,0.0353,0.0355,0.0035,0.0302,0.002,0.0357,0.0033,0.0353,0.0034,0.0357,0.0038,0.0432,0.0047,0.0965,0.0353,0.0357,0.0035,0.0429,0.0349,0.0418,0.0427,0.0427,0.0522,0.1137,0.0058,0.0054,0.1327,0.0717,0.024,0.0184,0.0196,0.0256,0.0262,0.0898,-0.0138410351287381,0.00145213237129212,-0.00722410356795939,-0.0138410351287286,0.00145213237128619,-0.00722410356796016,0.00214975636765765,0.00100939452473671,-0.000930466534751004,0.00214975636765765,0.00100939452473671,-0.000930466534751004,-0.0822734386603742,-0.0265496735399815,5.50138524697054e-05,17.4916572614015,0.149412761560094,23.3075520710248,0.18966683151667,23.4428385544179,0.190545849810455,4.45690423464325,3.43472384703894,1.64075010267191,4.45690423464263,3.43472384703862,1.64075010267189,0.154165239808237,0.077264205764538,0.0774197812604879,0.154165239808237,0.077264205764538,0.0774197812604879,0.0130633653158002,0.0079173696697045,0.00820813805982183,4.01111803665974,0.0290081487421658,4.74467712301672,0.0311990774264692,4.78397828514285,0.0313983055345643
"continuous","horizontal",0.5,0.1,0,0,5,TRUE,0.042,0,0.042,0,0.0429,5e-04,0.0387,3e-04,0.0412,0.0046,0.042,0.004,0.0452,0.0051,0.1107,0.0128,0.0548,0.0068,0.0429,5e-04,0.0387,3e-04,0.0412,0.0046,0.042,0.004,0.0452,0.0051,0.1107,0.0128,0.0548,0.0068,0.0337,0.0013,0.0103,0.0079,0.0177,0.0161,0.0161,0.0426,0.0224,0,0,0.0065,0,2e-04,1e-04,8e-04,5e-04,3e-04,0.0031,0.0761777950822257,0.0368898739084021,0.0651622407763635,0.0761777950822257,0.0368898739084021,0.0651622407763635,0.0675224158880144,0.00755421168908036,0.0829082074227721,0.0675224158880144,0.00755421168908036,0.0829082074227721,0.495681726443764,-0.398485555350937,-0.395989425145727,2.07283417615617,0.020423882938973,1.43670016276148,0.0142591036045541,1.62585483662395,0.0160989209151035,0.773678919680934,1.00875131187057,0.95035936855487,0.773678919680934,1.00875131187057,0.95035936855487,0.368617227248811,0.46175569418121,0.435445874450866,0.368617227248811,0.46175569418121,0.435445874450866,0.0365313644260128,0.0395313924211277,0.0393160655988764,1.14652348357556,0.0110092682925709,0.872762571822583,0.0084972955429683,0.969218357030898,0.00939812282793284
"binary_use_control_in_xQTL","horizontal",0.5,0.1,0,0,5,TRUE,0.0374,0,0.0374,0,0.037,3e-04,0.0349,1e-04,0.039,0.0043,0.0383,0.0034,0.0381,0.0043,0.0992,0.0114,0.0506,0.0068,0.037,3e-04,0.0349,1e-04,0.039,0.0043,0.0383,0.0034,0.0381,0.0043,0.0992,0.0114,0.0506,0.0068,0.0291,0.0011,0.0056,0.004,0.0133,0.0095,0.0095,0.0287,0.0172,0,0,0.0039,0,0,0,5e-04,3e-04,0,0.0011,0.0606336539538905,0.0251281531601195,0.0660925233573789,0.0606336539538905,0.0251281531601195,0.0660925233573789,0.047760186846264,0.00852885672094769,0.0574157420486796,0.0477601868462639,0.00852885672094769,0.0574157420486796,0,0,0,1.53510516714749,0.0301772945083707,1.21740884059065,0.0241092186468169,1.34269797314291,0.0265062549551333,0.950843823869054,1.25972730770381,0.983972701088463,0.950843823869054,1.25972730770381,0.983972701088462,0.477912548531332,0.548937808550654,0.510062505322931,0.477912548531332,0.548937808550654,0.510062505322931,0,0,0,0.924684771417782,0.017451054087496,0.776050234447245,0.0148609970217695,0.845627293107911,0.0160934511991451
"binary_use_all_in_xQTL","horizontal",0.5,0.1,0,0,5,TRUE,0.0362,0,0.0362,0,0.0401,4e-04,0.0362,2e-04,0.0375,0.0052,0.0418,0.0041,0.0396,0.0035,0.1041,0.0122,0.0476,0.0042,0.0401,4e-04,0.0362,2e-04,0.0375,0.0052,0.0418,0.0041,0.0396,0.0035,0.1041,0.0122,0.0476,0.0042,0.0296,9e-04,0.007,0.0057,0.0141,0.0124,0.0124,0.0344,0.0172,0,0,0.0053,0,1e-04,1e-04,5e-04,3e-04,0,0.0011,0.0813848811816849,0.0230112738907339,0.0610552416205306,0.0813848811816849,0.0230112738907339,0.0610552416205306,0.0666098416578432,-3.26460530007017e-05,0.0688574633731356,0.0666098416578432,-3.26460530007022e-05,0.0688574633731356,0.107375471898255,-0.0873766359859123,-0.0870025394074026,2.02305641793535,0.0199472702340914,1.39835703390213,0.0138836987252785,1.58743721084605,0.0157273004338859,1.14529933994242,1.45575204568259,1.11423045959684,1.14529933994242,1.45575204568259,1.11423045959684,0.533460908342017,0.683045523960347,0.625843832490031,0.533460908342017,0.683045523960347,0.625843832490031,0.0134389851834804,0.0142552747694516,0.0142639862838251,1.11328218436028,0.0107023713466843,0.861589164888601,0.00839680911675156,0.942560582003544,0.00914083960690294
"continuous","vertical",0.5,0.1,0,0,5,TRUE,0.0403,0,0.0403,0,0.0469,0.0041,0.0399,0.0017,0.044,0.0055,0.0439,0.0058,0.0457,0.005,0.076,0.0102,0.1026,0.0357,0.0469,0.0041,0.0399,0.0017,0.044,0.0055,0.0439,0.0058,0.0457,0.005,0.076,0.0102,0.1026,0.0357,0.0442,0.005,0.0209,0.0157,0.0205,0.0219,0.0219,0.0399,0.0692,0,0,0.0085,3e-04,2e-04,1e-04,5e-04,4e-04,3e-04,0.0073,-0.0442487883893638,7.11060310458406e-05,0.0485814264257701,-0.0442487883893638,7.11060310458712e-05,0.0485814264257702,-0.113619587884269,-0.0623835843408941,0.0635928185997082,-0.113619587884269,-0.0623835843408941,0.0635928185997082,-0.596500011859019,-0.248439969078253,0.10073473038302,2.07283417615617,0.020423882938973,2.42892995597954,0.0238409994104703,2.43302951105432,0.0238782569858977,2.74924294638896,2.3693482871117,1.39472242435564,2.74924294638896,2.3693482871117,1.39472242435564,0.466329841186029,0.245920783462134,0.246071507627091,0.466329841186029,0.245920783462134,0.246071507627091,0.0479481487527198,0.0292692827553013,0.03135731244475,1.14652348357556,0.0110092682925709,1.27670802168141,0.0121683665991099,1.28683190727434,0.0122518871685088
"binary_use_control_in_xQTL","vertical",0.5,0.1,0,0,5,TRUE,0.0383,0,0.0383,0,0.0411,0.0028,0.0344,0.0017,0.0378,0.0038,0.0426,0.0039,0.0431,0.0042,0.0766,0.0076,0.0925,0.0268,0.0411,0.0028,0.0344,0.0017,0.0378,0.0038,0.0426,0.0039,0.0431,0.0042,0.0766,0.0076,0.0925,0.0268,0.0391,0.0039,0.0142,0.0099,0.0116,0.0154,0.0154,0.0281,0.047,0,0,0.0039,1e-04,2e-04,2e-04,1e-04,5e-04,3e-04,0.005,-0.0271815150397413,0.00321268306798974,0.0258881835532801,-0.0271815150397416,0.00321268306798979,0.02588818355328,-0.0530615670949086,-0.030557526376933,0.0327500162348668,-0.0530615670949086,-0.030557526376933,0.0327500162348668,0,0,0,1.54622985467646,0.0303852746281308,1.71884728395746,0.0336512914649749,1.71565400894249,0.0335926978316001,2.30535368303246,2.00013457651217,1.26379157210273,2.30535368303246,2.00013457651217,1.26379157210273,0.469338086585064,0.257009889448772,0.251741419644498,0.469338086585064,0.257009889448772,0.251741419644498,0,0,0,0.933853891705218,0.0176200250713157,1.00241281665309,0.0187883910255508,0.998995990831868,0.0187267894286912
"binary_use_all_in_xQTL","vertical",0.5,0.1,0,0,5,TRUE,0.0364,0,0.0364,0,0.0412,0.0032,0.0348,0.0019,0.0405,0.004,0.0391,0.0043,0.0398,0.0041,0.0671,0.0076,0.0959,0.0313,0.0412,0.0032,0.0348,0.0019,0.0405,0.004,0.0391,0.0043,0.0398,0.0041,0.0671,0.0076,0.0959,0.0313,0.0398,0.0037,0.0168,0.0128,0.0163,0.0176,0.0176,0.0331,0.064,0,0,0.009,4e-04,5e-04,3e-04,5e-04,9e-04,6e-04,0.0081,0.0135963768035264,-0.0327071650327515,0.0200698290381917,0.0135963768035263,-0.0327071650327512,0.0200698290381919,-0.0805156038972863,-0.0485208316208724,0.0489227224938251,-0.0805156038972863,-0.0485208316208724,0.0489227224938251,-0.112595373786411,-0.0476067592524572,0.0194714879634728,2.05504740292039,0.0202536629316509,2.40804404749606,0.0236439554634946,2.41404085367216,0.0237018837867049,3.29369456430182,3.05708966481666,1.75773309053786,3.29369456430183,3.05708966481667,1.75773309053786,0.524285462350254,0.27545201413844,0.279191914151909,0.524285462350254,0.27545201413844,0.279191914151909,0.0131186310079434,0.00821394785124746,0.00883816043848017,1.13452653205573,0.0109000749498932,1.25750956982519,0.0119997809248226,1.25704079247749,0.0119976715959025
"continuous","horizontal",1,0.1,0,0,5,TRUE,0.0569,0,0.0569,0,0.0686,0.0016,0.0621,0.001,0.0627,0.0078,0.0402,0.0051,0.0759,0.0122,0.1511,0.0231,0.0874,0.0104,0.0686,0.0016,0.0621,0.001,0.0627,0.0078,0.0402,0.0051,0.0759,0.0122,0.1511,0.0231,0.0874,0.0104,0.051,0.0022,0.0377,0.0333,0.0537,0.0547,0.0547,0.1107,0.0691,1e-04,1e-04,0.0509,3e-04,0.0015,9e-04,0.0037,0.005,1e-04,0.0079,0.0873501965872433,0.0741079197733867,0.0982040307914242,0.0873501965872433,0.0741079197733867,0.0982040307914242,0.101881482083865,0.00726958839877724,0.156608550899225,0.101881482083865,0.00726958839877724,0.156608550899225,0.484316160793812,-0.393553648067602,-0.385033681150813,5.24072414420523,0.0500163898141194,2.70594645794184,0.0264892924455113,3.51341352483917,0.0341063141787838,0.724753462768816,0.875258106696991,0.725579987255184,0.724753462768816,0.875258106696991,0.725579987255184,0.208666564392919,0.313395516496673,0.267011417450759,0.208666564392919,0.313395516496673,0.267011417450759,0.0361290714602191,0.0394034285075996,0.0391986866200076,2.02535073370229,0.0182689539638391,1.34385097178432,0.0127475481578217,1.59993243722178,0.0149309721314856
"binary_use_control_in_xQTL","horizontal",1,0.1,0,0,5,TRUE,0.0406,0,0.0406,0,0.0467,4e-04,0.0437,2e-04,0.048,0.0056,0.0405,0.0046,0.0493,0.0056,0.1203,0.0146,0.0599,0.006,0.0467,4e-04,0.0437,2e-04,0.048,0.0056,0.0405,0.0046,0.0493,0.0056,0.1203,0.0146,0.0599,0.006,0.0368,0.0012,0.0158,0.0131,0.0309,0.023,0.023,0.061,0.0337,0,0,0.0156,1e-04,3e-04,2e-04,0.0019,0.0013,0,0.0027,0.0765873018431315,0.0474367419877392,0.0837732804151813,0.0765873018431315,0.0474367419877392,0.0837732804151813,0.0833787217250714,0.00906453274962539,0.116220107553418,0.0833787217250714,0.00906453274962539,0.116220107553418,0,0,0,3.14675709565254,0.0598138388137226,1.86762783836873,0.0364391159445651,2.35400274700061,0.0454461208128181,0.767180038836031,0.966587751196721,0.761220829113918,0.767180038836031,0.966587751196721,0.761220829113918,0.3012580697746,0.420882110515679,0.354047425192626,0.3012580697746,0.420882110515679,0.354047425192626,0,0,0,1.49720897748945,0.0264912215320071,1.0707341096812,0.0199465120397926,1.26651677718867,0.0231145588532673
"binary_use_all_in_xQTL","horizontal",1,0.1,0,0,5,TRUE,0.0432,0,0.0432,0,0.0474,7e-04,0.0435,5e-04,0.0476,0.0049,0.0434,0.0027,0.0509,0.0063,0.1207,0.013,0.0646,0.006,0.0474,7e-04,0.0435,5e-04,0.0476,0.0049,0.0434,0.0027,0.0509,0.0063,0.1207,0.013,0.0646,0.006,0.0358,0.0011,0.0241,0.0198,0.0392,0.0309,0.0309,0.0781,0.0477,0,0,0.0351,1e-04,0.0011,5e-04,0.0036,0.0029,0,0.0062,0.0987739283760369,0.076813297129426,0.0720368366193001,0.0987739283760369,0.076813297129426,0.0720368366193001,0.0938855939960258,0.00156964895450731,0.139697740384483,0.0938855939960258,0.00156964895450731,0.139697740384483,0.10493017517548,-0.0862984068707489,-0.0845747826832552,5.11634056756338,0.0488982352149111,2.61747548672685,0.02564208624635,3.39868519319656,0.0330384223095315,1.02565111249314,1.18271753200814,1.03120184324939,1.02565111249314,1.18271753200814,1.03120184324939,0.301634483858315,0.469071679850737,0.381409476873698,0.301634483858315,0.469071679850737,0.381409476873698,0.0133252683682964,0.0141428913454102,0.0141997910271994,1.96801624852668,0.0178008523466623,1.33473749423535,0.01268022581096,1.5408293304506,0.0144143915996082
"continuous","vertical",1,0.1,0,0,5,TRUE,0.0592,0,0.0592,0,0.0827,0.0122,0.0713,0.0077,0.08,0.0132,0.0806,0.0132,0.0794,0.0134,0.1053,0.0192,0.1697,0.0769,0.0827,0.0122,0.0713,0.0077,0.08,0.0132,0.0806,0.0132,0.0794,0.0134,0.1053,0.0192,0.1697,0.0769,0.081,0.013,0.0747,0.0611,0.0662,0.0753,0.0753,0.0985,0.1749,3e-04,1e-04,0.0547,0.0178,0.0062,0.0035,0.0057,0.0073,0.0063,0.0426,-0.085120753053757,0.0245034035705943,0.0744128194735854,-0.0851207530537569,0.0245034035705941,0.0744128194735852,-0.173417515692424,-0.0890418039927448,0.0889907412106481,-0.173417515692424,-0.0890418039927448,0.0889907412106481,-0.584502717533917,-0.242541590558827,0.100723244241247,5.24072414420523,0.0500163898141194,6.649683901544,0.0626112477505525,6.65690355537221,0.0626728118148145,2.79157439582865,2.3945492873597,1.38747424802689,2.79157439582865,2.39454928735971,1.38747424802689,0.265888561558077,0.134258937557488,0.13401412168142,0.265888561558077,0.134258937557488,0.13401412168142,0.0473130060105273,0.0287250469104402,0.0307244597057199,2.02535073370229,0.0182689539638391,2.32300304260716,0.0203944236996937,2.33114761862494,0.0204423344474146
"binary_use_control_in_xQTL","vertical",1,0.1,0,0,5,TRUE,0.0443,0,0.0443,0,0.055,0.0055,0.0466,0.0033,0.0526,0.0061,0.0527,0.0072,0.0547,0.0067,0.0794,0.0108,0.1215,0.0481,0.055,0.0055,0.0466,0.0033,0.0526,0.0061,0.0527,0.0072,0.0547,0.0067,0.0794,0.0108,0.1215,0.0481,0.0526,0.0064,0.0366,0.0272,0.0307,0.0373,0.0373,0.0565,0.1069,1e-04,0,0.0196,0.0024,0.0022,0.0013,0.0016,0.003,0.0027,0.0198,-0.0550693074589551,0.0108681591531679,0.0471748515657864,-0.055069307458955,0.0108681591531678,0.0471748515657863,-0.113723017123418,-0.0608726872560427,0.0611594079247617,-0.113723017123418,-0.0608726872560427,0.0611594079247617,0,0,0,3.16975945817019,0.0602208272773978,3.85288394468041,0.0722328992627308,3.82425863433203,0.0717274390012626,2.31352483335199,2.04736696615887,1.24174349828186,2.31352483335199,2.04736696615887,1.24174349828186,0.302412236113223,0.151562674842146,0.151218729251603,0.302412236113223,0.151562674842146,0.151218729251603,0,0,0,1.50614650954196,0.0266491495672182,1.69715860510331,0.0292676356623077,1.69750766791221,0.0292879684652045
"binary_use_all_in_xQTL","vertical",1,0.1,0,0,5,TRUE,0.0455,0,0.0455,0,0.0577,0.0065,0.0496,0.0033,0.0576,0.0063,0.0567,0.0069,0.0561,0.0073,0.0771,0.0101,0.1264,0.0532,0.0577,0.0065,0.0496,0.0033,0.0576,0.0063,0.0567,0.0069,0.0561,0.0073,0.0771,0.0101,0.1264,0.0532,0.0571,0.0069,0.0508,0.0422,0.0475,0.0511,0.0511,0.0703,0.1331,4e-04,6e-04,0.0461,0.0133,0.0055,0.004,0.004,0.0063,0.0071,0.0376,-0.0210277126081247,-0.018018975253674,0.0412830378084948,-0.0210277126081252,-0.0180189752536751,0.0412830378084935,-0.128618896004682,-0.0678658889432488,0.0685823243456718,-0.128618896004682,-0.0678658889432488,0.0685823243456718,-0.110596819841777,-0.0466518034007149,0.0196060221385665,5.16877798286451,0.0493703981533506,6.58857802223315,0.0620828331840921,6.61552735394993,0.062318788767752,3.53493896478505,3.17650167094032,2.28602862043005,3.53493896478503,3.1765016709403,2.28602862042998,0.298908286198033,0.151451799246735,0.152452502125604,0.298908286198033,0.151451799246735,0.152452502125604,0.012904987063247,0.00806637108357474,0.00869515286470571,1.99112042281793,0.0179879069972157,2.28101523081538,0.020071737115505,2.29058932426194,0.0201633018593306
